count	title	author	year	lists	key
2	Night	Elie Wiesel		bookbub_classics_lifetime,goodreads_lifetime_100_pdf	night|wiesel
2	The Bridge of San Luis Rey	Thornton Wilder	1927	modern_library_prh_novels,time_100_novels	bridge of san luis rey|wilder
2	The Right Stuff	Tom Wolfe	1979	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	right stuff|wolfe
2	The Waves	Virginia Woolf	1931	guardian_100_best_novels_2026,jeffrich_100_books	waves|woolf
2	Black Boy	Richard Wright	1945	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	black boy|wright
2	Memoirs of Hadrian	Marguerite Yourcenar	1951	bokklubben_world_library,greatest_books_top200	memoirs of hadrian|yourcenar
1	Book of Job	Unknown	7th – 4th century BCE	bokklubben_world_library	book of job|
1	Epic of Gilgamesh	Unknown	18th – 17th century BCE	bokklubben_world_library	epic of gilgamesh|
1	The Diary of Fanny Burney		1778	guardian_100_best_nonfiction_2017	diary of fanny burney|
1	The Mirror and the Lamp	Meyer Howard Abrams		modern_library_prh_nonfiction	mirror and the lamp|abrams
1	Present At the Creation	Dean Acheson		modern_library_prh_nonfiction	present at the creation|acheson
1	The Education of Henry Adams	Henry Adams		modern_library_prh_nonfiction	education of henry adams|adams
1	Americanah	Chimamanda Ngozi Adichie	2013	pbs_great_american_read	americanah|adichie
1	Half of a Yellow Sun	Chimamanda Ngozi Adichie	2006	guardian_100_best_novels_2026	half of a yellow sun|adichie
1	Agamemnon	Aeschylus		great_books_western_world	agamemnon|aeschylus
1	Choephoroe	Aeschylus		great_books_western_world	choephoroe|aeschylus
1	Oresteia	Aeschylus		classic_books_challenge	oresteia|aeschylus
1	Prometheus Bound	Aeschylus		great_books_western_world	prometheus bound|aeschylus
1	Seven Against Thebes	Aeschylus		great_books_western_world	seven against thebes|aeschylus
1	The Eumenides	Aeschylus		great_books_western_world	eumenides|aeschylus
1	The Persians	Aeschylus		great_books_western_world	persians|aeschylus
1	The Suppliant Maidens	Aeschylus		great_books_western_world	suppliant maidens|aeschylus
1	A Death in the Family	James Agee	1958	time_100_novels	death in the family|agee
1	Le Grand Meaulnes	Alain-Fournier	1913	le_monde_100_books	grand meaulnes|alain-fournier
1	The Five People You Meet in Heaven	Mitch Albom		bookbub_classics_lifetime	five people you meet in heaven|albom
1	The Absolutely True Diary of a Part-Time Indian (National Book Award Winner)	Sherman Alexie		bookbub_classics_lifetime	absolutely true diary of a part time indian|alexie
1	Madonna in a Fur Coat	Sabahattin Ali	1943	penguin_100_classics	madonna in a fur coat|ali
1	Bless Me, Ultima	Rudolfo Anaya	1972	pbs_great_american_read	bless me ultima|anaya
1	Winesburg, Ohio	Sherwood Anderson		modern_library_prh_novels	winesburg ohio|anderson
1	Flowers in the Attic	V.C. Andrews	1979	pbs_great_american_read	flowers in the attic|andrews
1	The Bridge on the Drina	Andric		jeffrich_100_books	bridge on the drina|andric
1	Alcools	Guillaume Apollinaire	1913	le_monde_100_books	alcools|apollinaire
1	Summa Theologica	Thomas Aquinas		great_books_western_world	summa theologica|aquinas
1	The Essential Rumi	Jalal ad-Din Muhammad ar-Rumi		goodreads_137197_top100	essential rumi|ar-rumi
1	Aurélien	Louis Aragon	1944	le_monde_100_books	aurelien|aragon
1	Kane and Abel	Jeffrey Archer		bbc_big_read_top100	kane and abel|archer
1	Book of Lemmas	Archimedes		great_books_western_world	book of lemmas|archimedes
1	Measurement of a Circle	Archimedes		great_books_western_world	measurement of a circle|archimedes
1	On Conoids and Spheroids	Archimedes		great_books_western_world	on conoids and spheroids|archimedes
1	On Floating Bodies	Archimedes		great_books_western_world	on floating bodies|archimedes
1	On Spirals	Archimedes		great_books_western_world	on spirals|archimedes
1	On the Equilibrium of Planes	Archimedes		great_books_western_world	on the equilibrium of planes|archimedes
1	On the Sphere and Cylinder	Archimedes		great_books_western_world	on the sphere and cylinder|archimedes
1	The Method Treating of Mechanical Problems	Archimedes		great_books_western_world	method treating of mechanical problems|archimedes
1	The Quadrature of the Parabola	Archimedes		great_books_western_world	quadrature of the parabola|archimedes
1	The Sand Reckoner	Archimedes		great_books_western_world	sand reckoner|archimedes
1	The Origins of Totalitarianism	Hannah Arendt	1951	le_monde_100_books	origins of totalitarianism|arendt
1	Ecclesiazousae	Aristophanes		great_books_western_world	ecclesiazousae|aristophanes
1	Lysistrata	Aristophanes		great_books_western_world	lysistrata|aristophanes
1	Peace	Aristophanes		great_books_western_world	peace|aristophanes
1	Plutus	Aristophanes		great_books_western_world	plutus|aristophanes
1	The Acharnians	Aristophanes		great_books_western_world	acharnians|aristophanes
1	The Birds	Aristophanes		great_books_western_world	birds|aristophanes
1	The Clouds	Aristophanes		great_books_western_world	clouds|aristophanes
1	The Frogs	Aristophanes		great_books_western_world	frogs|aristophanes
1	The Knights	Aristophanes		great_books_western_world	knights|aristophanes
1	The Wasps	Aristophanes		great_books_western_world	wasps|aristophanes
1	Thesmophoriazusae	Aristophanes		great_books_western_world	thesmophoriazusae|aristophanes
1	Categories	Aristotle		great_books_western_world	categories|aristotle
1	History of Animals	Aristotle		great_books_western_world	history of animals|aristotle
1	Metaphysics	Aristotle		great_books_western_world	metaphysics|aristotle
1	Meteorology	Aristotle		great_books_western_world	meteorology|aristotle
1	Nicomachean Ethics	Aristotle		great_books_western_world	nicomachean ethics|aristotle
1	On Dreams	Aristotle		great_books_western_world	on dreams|aristotle
1	On Generation and Corruption	Aristotle		great_books_western_world	on generation and corruption|aristotle
1	On Interpretation	Aristotle		great_books_western_world	on interpretation|aristotle
1	On Longevity and Shortness of Life	Aristotle		great_books_western_world	on longevity and shortness of life|aristotle
1	On Memory and Reminisence	Aristotle		great_books_western_world	on memory and reminisence|aristotle
1	On Prophesying by Dreams	Aristotle		great_books_western_world	on prophesying by dreams|aristotle
1	On Sense and the Sensible	Aristotle		great_books_western_world	on sense and the sensible|aristotle
1	On Sleep and Sleeplessness	Aristotle		great_books_western_world	on sleep and sleeplessness|aristotle
1	On the Gait of Animals	Aristotle		great_books_western_world	on the gait of animals|aristotle
1	On the Generation of Animals	Aristotle		great_books_western_world	on the generation of animals|aristotle
1	On the Heavens	Aristotle		great_books_western_world	on the heavens|aristotle
1	On the Motion of Animals	Aristotle		great_books_western_world	on the motion of animals|aristotle
1	On the Soul	Aristotle		great_books_western_world	on the soul|aristotle
1	On Youth and Old Age, On Life and Death, On Breathing	Aristotle		great_books_western_world	on youth and old age on life and death on breathing|aristotle
1	Parts of Animals	Aristotle		great_books_western_world	parts of animals|aristotle
1	Physics	Aristotle		great_books_western_world	physics|aristotle
1	Poetics	Aristotle		great_books_western_world	poetics|aristotle
1	Politics	Aristotle		great_books_western_world	politics|aristotle
1	Posterior Analytics	Aristotle		great_books_western_world	posterior analytics|aristotle
1	Prior Analytics	Aristotle		great_books_western_world	prior analytics|aristotle
1	Rhetoric	Aristotle		great_books_western_world	rhetoric|aristotle
1	Sophistical Refutations	Aristotle		great_books_western_world	sophistical refutations|aristotle
1	The Athenian Constitution	Aristotle		great_books_western_world	athenian constitution|aristotle
1	Topics	Aristotle		great_books_western_world	topics|aristotle
1	Culture and Anarchy	Matthew Arnold	1869	guardian_100_best_nonfiction_2017	culture and anarchy|arnold
1	The Theatre and Its Double	Antonin Artaud	1938	le_monde_100_books	theatre and its double|artaud
1	War Bodies	Neal Asher		goodreads_137197_top100	war bodies|asher
1	Foundation	Isaac Asimov	1951	pbs_great_american_read	foundation|asimov
1	Life After Life	Kate Atkinson		goodreads_137197_top100	life after life|atkinson
1	Dearly	Margaret Atwood		goodreads_137197_top100	dearly|atwood
1	The Blind Assassin	Margaret Atwood	2000	time_100_novels	blind assassin|atwood
1	On Christian Doctrine	Augustine of Hippo		great_books_western_world	on christian doctrine|augustine
1	The City of God	Augustine of Hippo		great_books_western_world	city of god|augustine
1	The Meditations	Marcus Aurelius		great_books_western_world	meditations|aurelius
1	The New York Trilogy	Paul Auster		observer_100_greatest_novels_2003	new york trilogy|auster
1	New Atlantis	Sir Francis Bacon		great_books_western_world	new atlantis|bacon
1	Novum Organum	Sir Francis Bacon		great_books_western_world	novum organum|bacon
1	The Advancement of Learning	Sir Francis Bacon		great_books_western_world	advancement of learning|bacon
1	The Bottle Factory Outing	Beryl Bainbridge		observer_100_greatest_novels_2003	bottle factory outing|bainbridge
1	The Black Sheep	Honoré De Balzac		observer_100_greatest_novels_2003	black sheep|balzac
1	The Fourth Monkey	J.D. Barker		goodreads_137197_top100	fourth monkey|barker
1	Ghost Station	S.A. Barnes		goodreads_137197_top100	ghost station|barnes
1	A Knock at Midnight: A Story of Hope, Justice, and Freedom	Brittany K. Barnett		goodreads_137197_top100	knock at midnight|barnett
1	Peter Pan	J.M. Barrie		worldcat_library100	peter pan|barrie
1	The Secret Barrister: Stories of the Law and How It's Broken	The Secret Barrister		goodreads_137197_top100	secret barrister|barrister
1	The Sot-Weed Factor	John Barth	1960	time_100_novels	sot weed factor|barth
1	The Word of God and the Word of Man	Karl Barth		great_books_western_world	word of god and the word of man|barth
1	Writing Degree Zero	Roland Barthes	1953	le_monde_100_books	writing degree zero|barthes
1	The Narrow Road to the Deep North	Basho		jeffrich_100_books	narrow road to the deep north|basho
1	Samuel Johnson	Walter Jackson Bate		modern_library_prh_nonfiction	samuel johnson|bate
1	The Wizard of Oz	L. Frank Baum		worldcat_library100	wizard of oz|baum
1	The Folded Sky	Elizabeth Bear		goodreads_137197_top100	folded sky|bear
1	Malone Dies	Samuel Beckett		observer_100_greatest_novels_2003	malone dies|beckett
1	Molloy	Samuel Beckett		greatest_books_top200	molloy|beckett
1	Murphy	Samuel Beckett	1938	guardian_100_best_novels_english_2015	murphy|beckett
1	The Trilogy: Molloy, Malone Dies, The Unnamable	Samuel Beckett	1951–53	bokklubben_world_library	trilogy|beckett
1	The Unnameable	Beckett		jeffrich_100_books	unnameable|beckett
1	Henderson the Rain King	Saul Bellow		modern_library_prh_novels	henderson the rain king|bellow
1	Petersburg	Bely		jeffrich_100_books	petersburg|bely
1	The Old Wives’ Tale	Arnold Bennett		modern_library_prh_novels	old wives tale|bennett
1	An Introduction to Metaphysics	Henri Bergson		great_books_western_world	introduction to metaphysics|bergson
1	The Principles of Human Knowledge	George Berkeley		great_books_western_world	principles of human knowledge|berkeley
1	The Hedgehog and the Fox	Isaiah Berlin	1953	guardian_100_best_nonfiction_2017	hedgehog and the fox|berlin
1	The Proper Study of Mankind	Isaiah Berlin		modern_library_prh_nonfiction	proper study of mankind|berlin
1	Under the Sun of Satan	Georges Bernanos	1926	le_monde_100_books	under the sun of satan|bernanos
1	Wittgenstein's Nephew	Bernhard		jeffrich_100_books	wittgensteins nephew|bernhard
1	Captain Corelli's Mandolin	Louis de Bernières		bbc_big_read_top100	captain corellis mandolin|bernieres
1	Doing Justice: A Prosecutor's Thoughts on Crime, Punishment, and the Rule of Law	Preet Bharara		goodreads_137197_top100	doing justice|bharara
1	The Bones at Point No Point	D.D. Black		goodreads_137197_top100	bones at point no point|black
1	Noughts & Crosses	Malorie Blackman		bbc_big_read_top100	noughts and crosses|blackman
1	The Magic Faraway Tree	Enid Blyton		bbc_big_read_top100	magic faraway tree|blyton
1	Courtroom 302: A Year Behind the Scenes in an American Criminal Courthouse	Steve Bogira		goodreads_137197_top100	courtroom 302|bogira
1	Atomic Theory and the Description of Nature (selections)	Niels Bohr		great_books_western_world	atomic theory and the description of nature|bohr
1	Discussion with Einstein on Epistemology	Niels Bohr		great_books_western_world	discussion with einstein on epistemology|bohr
1	Collected Works	Borges		jeffrich_100_books	collected works|borges
1	The Heat of the Day	Elizabeth Bowen	1948	guardian_100_best_novels_english_2015	heat of the day|bowen
1	The Martian Chronicles	Ray Bradbury	1950	le_monde_100_books	martian chronicles|bradbury
1	The Ministry of Time	Kaliane Bradley		goodreads_137197_top100	ministry of time|bradley
1	Mother Courage and Her Children	Bertolt Brecht		great_books_western_world	mother courage and her children|brecht
1	The Resistible Rise of Arturo Ui	Bertolt Brecht	1941	le_monde_100_books	resistible rise of arturo ui|brecht
1	Nadja	André Breton	1928	le_monde_100_books	nadja|breton
1	The Things They Carried	Tim O’Brien		goodreads_lifetime_100_pdf	things they carried|brien
1	Testament of Youth	Vera Brittain	1933	guardian_100_best_nonfiction_2017	testament of youth|brittain
1	Death of Virgil	Broch		jeffrich_100_books	death of virgil|broch
1	The Book of Doors	Gareth Brown		goodreads_137197_top100	book of doors|brown
1	The Scourge Between Stars	Ness Brown		goodreads_137197_top100	scourge between stars|brown
1	Hydriotaphia, Urn Burial, or A Brief Discourse of the Sepulchral Urns Lately Found in Norfolk	Sir Thomas Browne	1658	guardian_100_best_nonfiction_2017	hydriotaphia urn burial|browne
1	The White Guard	Bulgakov		jeffrich_100_books	white guard|bulgakov
1	Reflections on the Revolution in France	Edmund Burke	1790	guardian_100_best_nonfiction_2017	reflections on the revolution in france|burke
1	Naked Lunch	William Burroughs	1959	time_100_novels	naked lunch|burroughs
1	The Anatomy of Melancholy	Robert Burton	1621	guardian_100_best_nonfiction_2017	anatomy of melancholy|burton
1	Kindred	Octavia E Butler	1979	guardian_100_best_novels_2026	kindred|butler
1	The Way of All Flesh	Samuel Butler		modern_library_prh_novels	way of all flesh|butler
1	Second Thoughts	Michel Butor	1957	le_monde_100_books	second thoughts|butor
1	The Tartar Steppe	Dino Buzzati	1940	le_monde_100_books	tartar steppe|buzzati
1	The Age of Jackson	Arthur Schlesinger by Jr.		modern_library_prh_nonfiction	age of jackson|by
1	Possession	A.S. Byatt	1990	time_100_novels	possession|byatt
1	The Road to Oxiana	Robert Byron	1937	guardian_100_best_nonfiction_2017	road to oxiana|byron
1	The Princess Diaries	Meg Cabot		bbc_big_read_top100	princess diaries|cabot
1	The Postman Always Rings Twice	James M. Cain		modern_library_prh_novels	postman always rings twice|cain
1	Tobacco Road	Erskine Caldwell		modern_library_prh_novels	tobacco road|caldwell
1	Institutes of the Christian Religion (First and Second Books complete, Third Book chapters I-V, Fourth Book chapters I-XIII)	John Calvin		great_books_western_world	institutes of the christian religion|calvin
1	Invisible Cities	Italo Calvino	1972	guardian_100_best_novels_2026	invisible cities|calvino
1	Ender’s Game	Orson Scott Card		goodreads_lifetime_100_pdf	enders game|card
1	True History of the Kelly Gang	Peter Carey	2000	guardian_100_best_novels_english_2015	true history of the kelly gang|carey
1	How to Win Friends and Influence People	Dale Carnegie	1936	guardian_100_best_nonfiction_2017	how to win friends and influence people|carnegie
1	The Power Broker	Robert A. Caro		modern_library_prh_nonfiction	power broker|caro
1	The Spy Who Came in From the Cold	John le Carré	1964	time_100_novels	spy who came in from the cold|carre
1	Tinker Tailor Soldier Spy	John Le Carré		observer_100_greatest_novels_2003	tinker tailor soldier spy|carre
1	The Crucifix Killer	Chris Carter		goodreads_137197_top100	crucifix killer|carter
1	Wise Children	Angela Carter		observer_100_greatest_novels_2003	wise children|carter
1	A Lost Lady	Willa Cather		great_books_western_world	lost lady|cather
1	Melbourne	Lord David Cecil		modern_library_prh_nonfiction	melbourne|cecil
1	Poems	Paul Celan	1952	bokklubben_world_library	poems|celan
1	Moravagine	Blaise Cendrars	1926	le_monde_100_books	moravagine|cendrars
1	The Long Goodbye	Raymond Chandler		greatest_books_top200	long goodbye|chandler
1	Furor and Mystery	René Char	1948	le_monde_100_books	furor and mystery|char
1	No Orchids For Miss Blandish	James Hadley Chase	1939	le_monde_100_books	no orchids for miss blandish|chase
1	Troilus and Criseyde	Geoffrey Chaucer		great_books_western_world	troilus and criseyde|chaucer
1	Falconer	John Cheever	1977	time_100_novels	falconer|cheever
1	The Wapshot Chronicle	John Cheever		modern_library_prh_novels	wapshot chronicle|cheever
1	Plays	Chekhov		jeffrich_100_books	plays|chekhov
1	Uncle Vanya	Anton Chekhov		great_books_western_world	uncle vanya|chekhov
1	The House of Morgan	Ron Chernow		modern_library_prh_nonfiction	house of morgan|chernow
1	The Riddle of the Sands	Erskine Childers		observer_100_greatest_novels_2003	riddle of the sands|childers
1	Hojoki	Kamo no Chōmei		jeffrich_100_books	hojoki|chomei
1	The Awakening	Kate Chopin		bookbub_classics_lifetime	awakening|chopin
1	The Murder of Roger Ackroyd	Agatha Christie	1926	le_monde_100_books	murder of roger ackroyd|christie
1	My Early Life: A Roving Commission	Winston Churchill	1930	guardian_100_best_nonfiction_2017	my early life|churchill
1	The Second World War	Winston Churchill		modern_library_prh_nonfiction	second world war|churchill
1	The House on Mango Street	Sandra Cisneros		bookbub_classics_lifetime	house on mango street|cisneros
1	Hunt for Red October, The	Tom Clancy	1984	pbs_great_american_read	hunt for red october|clancy
1	Brief Lives	John Aubrey, edited by Andrew Clark	1898	guardian_100_best_nonfiction_2017	brief lives|clark
1	The Nude: A Study of Ideal Art	Kenneth Clark	1956	guardian_100_best_nonfiction_2017	nude|clark
1	Without a Doubt	Marcia Clark		goodreads_137197_top100	without a doubt|clark
1	Piranesi	Susanna Clarke		goodreads_137197_top100	piranesi|clarke
1	The Satin Slipper	Paul Claudel	1929	le_monde_100_books	satin slipper|claudel
1	The Interrogation	J. M. G. Le Clézio	1963	le_monde_100_books	interrogation|clezio
1	Ready Player One	Ernest Cline	2011	pbs_great_american_read	ready player one|cline
1	Belle du Seigneur	Albert Cohen	1968	le_monde_100_books	belle du seigneur|cohen
1	Awopbopaloobop Alopbamboom	Nik Cohn	1969	guardian_100_best_nonfiction_2017	awopbopaloobop alopbamboom|cohn
1	Children of Crisis	Robert Coles		modern_library_prh_nonfiction	children of crisis|coles
1	The Tendrils of the Vine	Colette	1908	le_monde_100_books	tendrils of the vine|colette
1	Artemis Fowl	Eoin Colfer		bbc_big_read_top100	artemis fowl|colfer
1	The Moonstone	Wilkie Collins	1868	guardian_100_best_novels_english_2015	moonstone|collins
1	Pinocchio	Carlo Collodi		worldcat_library100	pinocchio|collodi
1	Enemies of Promise	Cyril Connolly	1938	guardian_100_best_nonfiction_2017	enemies of promise|connolly
1	Every Dead Thing	John Connolly		goodreads_137197_top100	every dead thing|connolly
1	A Good Man Is Hard to Find	Flannery O'Connor		greatest_books_top200	good man is hard to find|connor
1	The Complete Stories	Flannery O’Connor		bookbub_classics_lifetime	complete stories|connor
1	Wise Blood	Flannery O'Connor		observer_100_greatest_novels_2003	wise blood|connor
1	On the Revolutions of Heavenly Spheres	Nicolaus Copernicus		great_books_western_world	on the revolutions of heavenly spheres|copernicus
1	The Mercy of Gods	James S.A. Corey		goodreads_137197_top100	mercy of gods|corey
1	All the Sinners Bleed	S.A. Cosby		goodreads_137197_top100	all the sinners bleed|cosby
1	The Book of Common Prayer	Thomas Cranmer	1662	guardian_100_best_nonfiction_2017	book of common prayer|cranmer
1	The Puppet Show	M.W. Craven		goodreads_137197_top100	puppet show|craven
1	Jurassic Park	Michael Crichton	1990	pbs_great_american_read	jurassic park|crichton
1	The Promise of American Life	Herbert Croly		modern_library_prh_nonfiction	promise of american life|croly
1	Dark Matter	Blake Crouch		goodreads_137197_top100	dark matter|crouch
1	Recursion	Blake Crouch		goodreads_137197_top100	recursion|crouch
1	Selected Poems	E. E. Cummings		bookbub_classics_lifetime	selected poems|cummings
1	Matilda	Roald Dahl		bbc_big_read_top100	matilda|dahl
1	The Twits	Roald Dahl		bbc_big_read_top100	twits|dahl
1	Nervous Conditions	Tsitsi Dangarembga	1988	guardian_100_best_novels_2026	nervous conditions|dangarembga
1	The Strange Death of Liberal England	George Dangerfield		modern_library_prh_nonfiction	strange death of liberal england|dangerfield
1	The Descent of Man, and Selection in Relation to Sex	Charles Darwin		great_books_western_world	descent of man and selection in relation to sex|darwin
1	A Book of Mediterranean Food	Elizabeth David	1950	guardian_100_best_nonfiction_2017	book of mediterranean food|david
1	The Selfish Gene	Richard Dawkins	1976	guardian_100_best_nonfiction_2017	selfish gene|dawkins
1	A Tour Through the Whole Island of Great Britain	Daniel Defoe	1727	guardian_100_best_nonfiction_2017	tour through the whole island of great britain|defoe
1	Underworld	Don DeLillo	1997	guardian_100_best_novels_english_2015	underworld|delillo
1	White Noise	Don DeLillo	1985	time_100_novels	white noise|delillo
1	Taking the Stand: My Life in the Law	Alan M. Dershowitz		goodreads_137197_top100	taking the stand|dershowitz
1	Discourse on the Method	René Descartes		great_books_western_world	discourse on the method|descartes
1	Meditations on First Philosophy	René Descartes		great_books_western_world	meditations on first philosophy|descartes
1	Objections Against the Meditations and Replies	René Descartes		great_books_western_world	objections against the meditations and replies|descartes
1	Rules for the Direction of the Mind	René Descartes		great_books_western_world	rules for the direction of the mind|descartes
1	The Geometry	René Descartes		great_books_western_world	geometry|descartes
1	Experience and Education	John Dewey		great_books_western_world	experience and education|dewey
1	Philosophy and Civilization	John Dewey		modern_library_prh_nonfiction	philosophy and civilization|dewey
1	Postcolonial Love Poem	Natalie Díaz		goodreads_137197_top100	postcolonial love poem|diaz
1	Ubik	Philip K. Dick	1969	time_100_novels	ubik|dick
1	Hard Times	Charles Dickens	1854	penguin_100_classics	hard times|dickens
1	Little Dorrit	Charles Dickens		great_books_western_world	little dorrit|dickens
1	Oliver Twist	Charles Dickens		worldcat_library100	oliver twist|dickens
1	Our Mutual Friend	Charles Dickens	1864-5	guardian_100_best_novels_2026	our mutual friend|dickens
1	Exordia	Seth Dickinson		goodreads_137197_top100	exordia|dickinson
1	Poems of Emily Dickinson	Emily Dickinson		greatest_books_top200	poems of emily dickinson|dickinson
1	Jacques the Fatalist	Denis Diderot	1796	bokklubben_world_library	jacques the fatalist|diderot
1	Rameau's Nephew	Denis Diderot		great_books_western_world	rameaus nephew|diderot
1	Play It As It Lays	Joan Didion	1970	time_100_novels	play it as it lays|didion
1	The Year of Magical Thinking	Joan Didion	2005	guardian_100_best_nonfiction_2017	year of magical thinking|didion
1	Pilgrim At Tinker Creek	Annie Dillard		modern_library_prh_nonfiction	pilgrim at tinker creek|dillard
1	Out of Africa	Isak Dinesen		modern_library_prh_nonfiction	out of africa|dinesen
1	Genetics and the Origin of Species	Theodosius Dobzhansky		great_books_western_world	genetics and the origin of species|dobzhansky
1	The Ginger Man	J.P. Donleavy		modern_library_prh_novels	ginger man|donleavy
1	Devotions Upon Emergent Occasions	John Donne	1624	guardian_100_best_nonfiction_2017	devotions upon emergent occasions|donne
1	White Nights	Fyodor Dostoyevsky	1848	penguin_100_classics	white nights|dostoevsky
1	Narrative of the Life of Frederick Douglass, an American Slave	Frederick Douglass	1845	guardian_100_best_nonfiction_2017	narrative of the life of frederick douglass an american slave|douglass
1	The Sign of Four	Arthur Conan Doyle	1890	guardian_100_best_novels_english_2015	sign of four|doyle
1	The Ravishing of Lol Stein	Marguerite Duras	1964	le_monde_100_books	ravishing of lol stein|duras
1	The Alexandria Quartet	Lawrence Durrell		modern_library_prh_novels	alexandria quartet|durrell
1	The Expanding Universe	Arthur Eddington		great_books_western_world	expanding universe|eddington
1	Ideas and Opinions	Albert Einstein		modern_library_prh_nonfiction	ideas and opinions|einstein
1	Relativity: The Special and the General Theory	Albert Einstein		great_books_western_world	relativity|einstein
1	Daniel Deronda	George Eliot		observer_100_greatest_novels_2003	daniel deronda|eliot
1	Selected Essays, 1917-1932	T. S. Eliot		modern_library_prh_nonfiction	selected essays 1917 1932|eliot
1	Silas Marner	George Eliot	1861	penguin_100_classics	silas marner|eliot
1	The Mill on the Floss	George Eliot	1860	penguin_100_classics	mill on the floss|eliot
1	Shadow and Act	Ralph Ellison		modern_library_prh_nonfiction	shadow and act|ellison
1	James Joyce	Richard Ellmann		modern_library_prh_nonfiction	james joyce|ellmann
1	LA Confidential	James Ellroy		observer_100_greatest_novels_2003	confidential|ellroy
1	Capital of Pain	Paul Éluard	1926	le_monde_100_books	capital of pain|eluard
1	Essays	RW Emerson	1841	guardian_100_best_nonfiction_2017	essays|emerson
1	The Discourses	Epictetus		great_books_western_world	discourses|epictetus
1	The Interesting Narrative of the Life of Olaudah Equiano	Olaudah Equiano	1789	guardian_100_best_nonfiction_2017	interesting narrative of the life of olaudah equiano|equiano
1	The Praise of Folly	Erasmus		great_books_western_world	praise of folly|erasmus
1	The Thirteen Books of Euclid's Elements	Euclid		great_books_western_world	thirteen books of euclids elements|euclid
1	Alcestis	Euripides		great_books_western_world	alcestis|euripides
1	Andromache	Euripides		great_books_western_world	andromache|euripides
1	Bacchantes	Euripides		great_books_western_world	bacchantes|euripides
1	Cyclops	Euripides		great_books_western_world	cyclops|euripides
1	Electra	Euripides		great_books_western_world	electra|euripides
1	Hecuba	Euripides		great_books_western_world	hecuba|euripides
1	Helen	Euripides		great_books_western_world	helen|euripides
1	Heracleidae	Euripides		great_books_western_world	heracleidae|euripides
1	Heracles Mad	Euripides		great_books_western_world	heracles mad|euripides
1	Hippolytus	Euripides		great_books_western_world	hippolytus|euripides
1	Ion	Euripides		great_books_western_world	ion|euripides
1	Iphigenia in Aulis	Euripides		great_books_western_world	iphigenia in aulis|euripides
1	Iphigenia in Tauris	Euripides		great_books_western_world	iphigenia in tauris|euripides
1	Orestes	Euripides		great_books_western_world	orestes|euripides
1	Rhesus	Euripides		great_books_western_world	rhesus|euripides
1	The Phoenician Women	Euripides		great_books_western_world	phoenician women|euripides
1	The Suppliants	Euripides		great_books_western_world	suppliants|euripides
1	The Trojan Women	Euripides		great_books_western_world	trojan women|euripides
1	Experimental Researches in Electricity	Michael Faraday		great_books_western_world	experimental researches in electricity|faraday
1	The Studs Lonigan Trilogy	James T. Farrell		modern_library_prh_novels	studs lonigan trilogy|farrell
1	A Rose for Emily	William Faulkner		great_books_western_world	rose for emily|faulkner
1	Absolem, Absolem!	William Faulkner		classic_books_challenge	absolem absolem|faulkner
1	Birdsong	Sebastian Faulks		bbc_big_read_top100	birdsong|faulks
1	Magician	Raymond E. Feist		bbc_big_read_top100	magician|feist
1	My Brilliant Friend	Elena Ferrante	2011	guardian_100_best_novels_2026	my brilliant friend|ferrante
1	Six Easy Pieces	Richard P. Feynman		modern_library_prh_nonfiction	six easy pieces|feynman
1	Bridget Jones's Diary	Helen Fielding		bbc_big_read_top100	bridget joness diary|fielding
1	How to Cook a Wolf	MFK Fisher	1942	guardian_100_best_nonfiction_2017	how to cook a wolf|fisher
1	The Beginning of Spring	Penelope Fitzgerald	1988	guardian_100_best_novels_english_2015	beginning of spring|fitzgerald
1	The Civil War	Shelby Foote		modern_library_prh_nonfiction	civil war|foote
1	Parade’S End	Ford Madox Ford		modern_library_prh_novels	parades end|ford
1	The Sportswriter	Richard Ford	1986	time_100_novels	sportswriter|ford
1	Aspects of the Novel	E. M. Forster		modern_library_prh_nonfiction	aspects of the novel|forster
1	The Order of Things	Michel Foucault	1966	le_monde_100_books	order of things|foucault
1	Analytical Theory of Heat	Jean Baptiste Joseph Fourier		great_books_western_world	analytical theory of heat|fourier
1	The French Lieutenant's Woman	John Fowles	1969	time_100_novels	french lieutenants woman|fowles
1	The Autobiography of Benjamin Franklin	Benjamin Franklin	1793	guardian_100_best_nonfiction_2017	autobiography of benjamin franklin|franklin
1	Gaston	André Franquin	1957	le_monde_100_books	gaston|franquin
1	The Corrections	Jonathan Franzen	2001	time_100_novels	corrections|franzen
1	A General Introduction to Psycho-Analysis	Sigmund Freud		great_books_western_world	general introduction to psycho analysis|freud
1	Beyond the Pleasure Principle	Sigmund Freud		great_books_western_world	beyond the pleasure principle|freud
1	Civilization and Its Discontents	Sigmund Freud		great_books_western_world	civilization and its discontents|freud
1	Group Psychology and the Analysis of the Ego	Sigmund Freud		great_books_western_world	group psychology and the analysis of the ego|freud
1	Inhibitions, Symptoms, and Anxiety	Sigmund Freud		great_books_western_world	inhibitions symptoms and anxiety|freud
1	Instincts and Their Vicissitudes	Sigmund Freud		great_books_western_world	instincts and their vicissitudes|freud
1	New Introductory Lectures on Psycho-Analysis	Sigmund Freud		great_books_western_world	new introductory lectures on psycho analysis|freud
