count	title	author	year	lists	key
4	The Rainbow	DH Lawrence	1915	guardian_100_best_novels_2026,guardian_100_best_novels_english_2015,modern_library_prh_novels,observer_100_greatest_novels_2003	rainbow|lawrence
4	Love in the Time of Cholera	Gabriel García Márquez	1985	bbc_big_read_top100,bokklubben_world_library,bookbub_classics_lifetime,greatest_books_top200	love in the time of cholera|marquez
4	Tropic of Cancer	Henry Miller	1934	guardian_100_best_novels_english_2015,modern_library_prh_novels,penguin_100_classics,time_100_novels	tropic of cancer|miller
4	Gargantua and Pantagruel	François Rabelais	1532–34	bokklubben_world_library,classic_books_challenge,great_books_western_world,greatest_books_top200	gargantua and pantagruel|rabelais
4	Housekeeping	Marilynne Robinson	1981	guardian_100_best_novels_2026,guardian_100_best_novels_english_2015,observer_100_greatest_novels_2003,time_100_novels	housekeeping|robinson
4	Antigone	Sophocles		bookbub_classics_lifetime,classic_books_challenge,great_books_western_world,greatest_books_top200	antigone|sophocles
4	Oedipus the King	Sophocles	430 BCE	bokklubben_world_library,classic_books_challenge,great_books_western_world,greatest_books_top200	oedipus the king|sophocles
4	The Hobbit	J. R. R. Tolkien		bbc_big_read_top100,goodreads_lifetime_100_pdf,greatest_books_top200,worldcat_library100	hobbit|tolkien
4	Aeneid	Virgil	29–19 BCE	bokklubben_world_library,classic_books_challenge,great_books_western_world,greatest_books_top200	aeneid|virgil
4	Candide	Voltaire		classic_books_challenge,great_books_western_world,greatest_books_top200,worldcat_library100	candide|voltaire
4	Slaughterhouse-Five	Kurt Vonnegut	1969	classic_books_challenge,greatest_books_top200,modern_library_prh_novels,time_100_novels	slaughterhouse five|vonnegut
4	All the King’s Men	Robert Penn Warren	1946	greatest_books_top200,guardian_100_best_novels_english_2015,modern_library_prh_novels,time_100_novels	all the kings men|warren
4	Scoop	Evelyn Waugh	1938	guardian_100_best_novels_english_2015,modern_library_prh_novels,observer_100_greatest_novels_2003,penguin_100_classics	scoop|waugh
4	Leaves of Grass	Walt Whitman	1855	bokklubben_world_library,classic_books_challenge,goodreads_137197_top100,greatest_books_top200	leaves of grass|whitman
4	A Room of One's Own	Virginia Woolf	1929	greatest_books_top200,guardian_100_best_nonfiction_2017,le_monde_100_books,modern_library_prh_nonfiction	room of ones own|woolf
3	One Thousand and One Nights	Various	700–1500	bokklubben_world_library,classic_books_challenge,greatest_books_top200	one thousand and one nights|
3	Money	Martin Amis	1984	guardian_100_best_novels_english_2015,observer_100_greatest_novels_2003,time_100_novels	money|amis
3	Giovanni's Room	James Baldwin	1956	greatest_books_top200,guardian_100_best_novels_2026,penguin_100_classics	giovannis room|baldwin
3	The Adventures of Augie March	Saul Bellow	1953	guardian_100_best_novels_english_2015,modern_library_prh_novels,time_100_novels	adventures of augie march|bellow
3	The Death of the Heart	Elizabeth Bowen	1938	modern_library_prh_novels,penguin_100_classics,time_100_novels	death of the heart|bowen
3	The Plague	Albert Camus		greatest_books_top200,jeffrich_100_books,observer_100_greatest_novels_2003	plague|camus
3	Silent Spring	Rachel Carson	1962	greatest_books_top200,guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	silent spring|carson
3	My Ántonia	Willa Cather	1918	greatest_books_top200,guardian_100_best_novels_2026,worldcat_library100	my antonia|cather
3	The Alchemist	Paulo Coelho	1988	bbc_big_read_top100,bookbub_classics_lifetime,pbs_great_american_read	alchemist|coelho
3	The Hunger Games (series)	Suzanne Collins	2008	bookbub_classics_lifetime,goodreads_lifetime_100_pdf,pbs_great_american_read	hunger games|collins
3	Nostromo	Joseph Conrad	1904	bokklubben_world_library,modern_library_prh_novels,observer_100_greatest_novels_2003	nostromo|conrad
3	On the Origin of Species	Charles Darwin	1859	great_books_western_world,greatest_books_top200,guardian_100_best_nonfiction_2017	on the origin of species|darwin
3	Ragtime	E.L. Doctorow	1975	guardian_100_best_novels_2026,modern_library_prh_novels,time_100_novels	ragtime|doctorow
3	Demons	Fyodor Dostoevsky	1872	bokklubben_world_library,classic_books_challenge,greatest_books_top200	demons|dostoevsky
3	The Idiot	Fyodor Dostoevsky	1869	bokklubben_world_library,classic_books_challenge,greatest_books_top200	idiot|dostoevsky
3	An American Tragedy	Theodore Dreiser	1925	greatest_books_top200,modern_library_prh_novels,time_100_novels	american tragedy|dreiser
3	The Name of the Rose	Umberto Eco	1980	greatest_books_top200,jeffrich_100_books,le_monde_100_books	name of the rose|eco
3	The Waste Land	T. S. Eliot	1922	great_books_western_world,greatest_books_top200,guardian_100_best_nonfiction_2017	waste land|eliot
3	Light in August	William Faulkner	1932	greatest_books_top200,modern_library_prh_novels,time_100_novels	light in august|faulkner
3	The Pillars of the Earth	Ken Follett	1989	bbc_big_read_top100,goodreads_lifetime_100_pdf,pbs_great_american_read	pillars of the earth|follett
3	Howards End	E. M. Forster	1910	greatest_books_top200,guardian_100_best_novels_2026,modern_library_prh_novels	howards end|forster
3	I, Claudius	Robert Graves	1934	modern_library_prh_novels,penguin_100_classics,time_100_novels	i claudius|graves
3	The End of the Affair	Graham Greene	1951	greatest_books_top200,guardian_100_best_novels_2026,guardian_100_best_novels_english_2015	end of the affair|greene
3	The Maltese Falcon	Dashiell Hammett	1929	greatest_books_top200,guardian_100_best_novels_english_2015,modern_library_prh_novels	maltese falcon|hammett
3	Far from the Madding Crowd	Thomas Hardy		bbc_big_read_top100,bookbub_classics_lifetime,worldcat_library100	far from the madding crowd|hardy
3	Jude the Obscure	Thomas Hardy	1895	guardian_100_best_novels_2026,guardian_100_best_novels_english_2015,observer_100_greatest_novels_2003	jude the obscure|hardy
3	The Return of the Native	Thomas Hardy	1878	guardian_100_best_novels_2026,penguin_100_classics,worldcat_library100	return of the native|hardy
3	Dune	Frank Herbert	1965	bbc_big_read_top100,greatest_books_top200,pbs_great_american_read	dune|herbert
3	Siddhartha	Hermann Hesse	1922	goodreads_lifetime_100_pdf,greatest_books_top200,pbs_great_american_read	siddhartha|hesse
3	The Outsiders	S. E. Hinton	1967	bookbub_classics_lifetime,pbs_great_american_read,penguin_100_classics	outsiders|hinton
3	Never Let Me Go	Kazuo Ishiguro	2005	bookbub_classics_lifetime,guardian_100_best_novels_2026,time_100_novels	never let me go|ishiguro
3	The Golden Bowl	Henry James	1904	guardian_100_best_novels_2026,guardian_100_best_novels_english_2015,modern_library_prh_novels	golden bowl|james
3	One Flew Over the Cuckoo's Nest	Ken Kesey	1962	greatest_books_top200,penguin_100_classics,time_100_novels	one flew over the cuckoos nest|kesey
3	The Stand	Stephen King	1978	bbc_big_read_top100,goodreads_lifetime_100_pdf,pbs_great_american_read	stand|king
3	The Giver	Lois Lowry	1993	bookbub_classics_lifetime,goodreads_lifetime_100_pdf,pbs_great_american_read	giver|lowry
3	A Game of Thrones	George R. R. Martin	1996	bookbub_classics_lifetime,goodreads_lifetime_100_pdf,pbs_great_american_read	game of thrones|martin
3	Of Human Bondage	W Somerset Maugham	1915	guardian_100_best_novels_english_2015,modern_library_prh_novels,penguin_100_classics	of human bondage|maugham
3	Blood Meridian	Cormac McCarthy	1985	greatest_books_top200,guardian_100_best_novels_2026,time_100_novels	blood meridian|mccarthy
3	The Heart Is A Lonely Hunter	Carson McCullers	1940	greatest_books_top200,modern_library_prh_novels,time_100_novels	heart is a lonely hunter|mccullers
3	Paradise Lost	John Milton		classic_books_challenge,great_books_western_world,greatest_books_top200	paradise lost|milton
3	Essays	Michel de Montaigne	1595	bokklubben_world_library,great_books_western_world,greatest_books_top200	essays|montaigne
3	Song of Solomon	Toni Morrison	1977	guardian_100_best_novels_2026,guardian_100_best_novels_english_2015,observer_100_greatest_novels_2003	song of solomon|morrison
3	The Tale of Genji	Murasaki Shikibu	1000–12	bokklubben_world_library,greatest_books_top200,jeffrich_100_books	tale of genji|murasaki
3	A Bend in the River	VS Naipaul	1979	guardian_100_best_novels_english_2015,modern_library_prh_novels,observer_100_greatest_novels_2003	bend in the river|naipaul
3	A House for Mr Biswas	V.S. Naipaul	1961	guardian_100_best_novels_2026,modern_library_prh_novels,time_100_novels	house for mister biswas|naipaul
3	Metamorphoses	Ovid	1st century CE	bokklubben_world_library,classic_books_challenge,greatest_books_top200	metamorphoses|ovid
3	U.S.A.	John Dos Passos		greatest_books_top200,modern_library_prh_novels,observer_100_greatest_novels_2003	u s a|passos
3	Doctor Zhivago	Boris Pasternak		greatest_books_top200,jeffrich_100_books,worldcat_library100	doctor zhivago|pasternak
3	The Moviegoer	Walker Percy	1961	greatest_books_top200,modern_library_prh_novels,time_100_novels	moviegoer|percy
3	Six Characters in Search of an Author	Luigi Pirandello	1921	great_books_western_world,jeffrich_100_books,le_monde_100_books	six characters in search of an author|pirandello
3	Tales	Edgar Allan Poe	1832–49	bokklubben_world_library,classic_books_challenge,greatest_books_top200	tales|poe
3	The Godfather	Mario Puzo	1969	bbc_big_read_top100,pbs_great_american_read,penguin_100_classics	godfather|puzo
3	Atlas Shrugged	Ayn Rand	1957	bookbub_classics_lifetime,pbs_great_american_read,penguin_100_classics	atlas shrugged|rand
3	Portnoy’s Complaint	Philip Roth	1969	guardian_100_best_novels_english_2015,modern_library_prh_novels,time_100_novels	portnoys complaint|roth
3	Pedro Páramo	Juan Rulfo	1955	bokklubben_world_library,greatest_books_top200,guardian_100_best_novels_2026	pedro paramo|rulfo
3	Austerlitz	WG Sebald	2001	guardian_100_best_novels_2026,jeffrich_100_books,observer_100_greatest_novels_2003	austerlitz|sebald
3	King Lear	William Shakespeare	1608	bokklubben_world_library,great_books_western_world,greatest_books_top200	king lear|shakespeare
3	Macbeth	William Shakespeare		goodreads_lifetime_100_pdf,great_books_western_world,greatest_books_top200	macbeth|shakespeare
3	Romeo and Juliet	William Shakespeare		bookbub_classics_lifetime,goodreads_lifetime_100_pdf,great_books_western_world	romeo and juliet|shakespeare
3	The Jungle	Upton Sinclair		bookbub_classics_lifetime,greatest_books_top200,worldcat_library100	jungle|sinclair
3	A Tree Grows in Brooklyn	Betty Smith	1943	bookbub_classics_lifetime,goodreads_lifetime_100_pdf,pbs_great_american_read	tree grows in brooklyn|smith
3	White Teeth	Zadie Smith	2000	guardian_100_best_novels_2026,pbs_great_american_read,time_100_novels	white teeth|smith
3	One Day in the Life of Ivan Denisovich	Aleksandr Solzhenitsyn	1962	greatest_books_top200,jeffrich_100_books,penguin_100_classics	one day in the life of ivan denisovich|solzhenitsyn
3	East of Eden	John Steinbeck	1952	bookbub_classics_lifetime,goodreads_lifetime_100_pdf,penguin_100_classics	east of eden|steinbeck
3	Treasure Island	Robert Louis Stevenson		bbc_big_read_top100,greatest_books_top200,worldcat_library100	treasure island|stevenson
3	Fathers and Sons	Ivan Turgenev		classic_books_challenge,greatest_books_top200,worldcat_library100	fathers and sons|turgenev
3	The Adventures of Tom Sawyer	Mark Twain	1876	goodreads_lifetime_100_pdf,pbs_great_american_read,worldcat_library100	adventures of tom sawyer|twain
3	Orlando	Virginia Woolf	1928	greatest_books_top200,guardian_100_best_novels_2026,penguin_100_classics	orlando|woolf
3	Native Son	Richard Wright	1940	greatest_books_top200,modern_library_prh_novels,time_100_novels	native son|wright
3	The Book Thief	Markus Zusak	2005	bookbub_classics_lifetime,goodreads_lifetime_100_pdf,pbs_great_american_read	book thief|zusak
2	The Bible	Unknown	1611	greatest_books_top200,guardian_100_best_nonfiction_2017	bible|
2	Watership Down	Richard Adams		bbc_big_read_top100,goodreads_lifetime_100_pdf	watership down|adams
2	Lucky Jim	Kingsley Amis	1954	observer_100_greatest_novels_2003,time_100_novels	lucky jim|amis
2	Fairy Tales	Hans Christian Andersen	1835–37	bokklubben_world_library,classic_books_challenge	fairy tales|andersen
2	I Know Why the Caged Bird Sings	Maya Angelou	1969	bookbub_classics_lifetime,penguin_100_classics	i know why the caged bird sings|angelou
2	The Clan of the Cave Bear	Jean M. Auel	1980	bbc_big_read_top100,pbs_great_american_read	clan of the cave bear|auel
2	Confessions	Augustine of Hippo		great_books_western_world,greatest_books_top200	confessions|augustine
2	Mansfield Park	Jane Austen	1814	guardian_100_best_novels_2026,worldcat_library100	mansfield park|austen
2	Sense and Sensibility	Jane Austen	1811	penguin_100_classics,worldcat_library100	sense and sensibility|austen
2	Another Country	James Baldwin	1962	pbs_great_american_read,penguin_100_classics	another country|baldwin
2	Notes of a Native Son	James Baldwin	1955	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	notes of a native son|baldwin
2	Cousin Bette	Honore de Balzac		classic_books_challenge,great_books_western_world	cousin bette|balzac
2	Père Goriot	Honoré de Balzac	1835	bokklubben_world_library,worldcat_library100	pere goriot|balzac
2	The Flowers of Evil	Charles Baudelaire		classic_books_challenge,greatest_books_top200	flowers of evil|baudelaire
2	The Second Sex	Simone de Beauvoir	1949	greatest_books_top200,le_monde_100_books	second sex|beauvoir
2	Zuleika Dobson	Max Beerbohm	1911	guardian_100_best_novels_english_2015,modern_library_prh_novels	zuleika dobson|beerbohm
2	Herzog	Saul Bellow	1964	observer_100_greatest_novels_2003,time_100_novels	herzog|bellow
2	Are You There God? It’s Me, Margaret	Judy Blume	1970	bookbub_classics_lifetime,time_100_novels	are you there god its me margaret|blume
2	The Souls of Black Folk	WEB Du Bois	1903	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	souls of black folk|bois
2	The Lost Honor of Katharina Blum	Böll	1974	jeffrich_100_books,le_monde_100_books	lost honor of katharina blum|boll
2	The Life of Samuel Johnson LLD	James Boswell	1791	great_books_western_world,guardian_100_best_nonfiction_2017	life of samuel johnson|boswell
2	The Sheltering Sky	Paul Bowles	1949	modern_library_prh_novels,time_100_novels	sheltering sky|bowles
2	At Swim-Two-Birds	Flann O’Brien	1939	guardian_100_best_novels_english_2015,time_100_novels	at swim two birds|brien
2	The Da Vinci Code	Dan Brown	2003	pbs_great_american_read,worldcat_library100	da vinci code|brown
2	The Thirty-Nine Steps	John Buchan	1915	guardian_100_best_novels_english_2015,observer_100_greatest_novels_2003	thirty nine steps|buchan
2	The Good Earth	Pearl S. Buck		bookbub_classics_lifetime,goodreads_lifetime_100_pdf	good earth|buck
2	If On A Winter's Night a Traveller	Calvino		jeffrich_100_books,observer_100_greatest_novels_2003	if on a winters night a traveller|calvino
2	Oscar and Lucinda	Peter Carey		jeffrich_100_books,observer_100_greatest_novels_2003	oscar and lucinda|carey
2	Death Comes For the Archbishop	Willa Cather	1927	modern_library_prh_novels,time_100_novels	death comes for the archbishop|cather
2	Disgrace	JM Coetzee	1999	guardian_100_best_novels_2026,guardian_100_best_novels_english_2015	disgrace|coetzee
2	Waiting for the Barbarians	Coetzee		jeffrich_100_books,observer_100_greatest_novels_2003	waiting for the barbarians|coetzee
2	The Secret Agent	Conrad		jeffrich_100_books,modern_library_prh_novels	secret agent|conrad
2	The Last of the Mohicans	James Fenimore Cooper		bookbub_classics_lifetime,worldcat_library100	last of the mohicans|cooper
2	The Red Badge of Courage	Stephen Crane	1895	guardian_100_best_novels_english_2015,worldcat_library100	red badge of courage|crane
2	Charlie and the Chocolate Factory	Roald Dahl		bbc_big_read_top100,goodreads_lifetime_100_pdf	charlie and the chocolate factory|dahl
2	The BFG	Roald Dahl		bbc_big_read_top100,observer_100_greatest_novels_2003	bfg|dahl
2	The Brief Wondrous Life of Oscar Wao	Junot Díaz	2007	bookbub_classics_lifetime,pbs_great_american_read	brief wondrous life of oscar wao|diaz
2	Deliverance	James Dickey	1970	modern_library_prh_novels,time_100_novels	deliverance|dickey
2	Sybil	Benjamin Disraeli	1845	guardian_100_best_novels_english_2015,observer_100_greatest_novels_2003	sybil|disraeli
2	Berlin Alexanderplatz	Alfred Döblin	1929	bokklubben_world_library,greatest_books_top200	berlin alexanderplatz|doblin
2	The Complete Sherlock Holmes	Arthur Conan Doyle		goodreads_lifetime_100_pdf,worldcat_library100	adventures of sherlock holmes|doyle
2	The Hound of the Baskervilles	Arthur Conan Doyle	1901–02	greatest_books_top200,le_monde_100_books	hound of the baskervilles|doyle
2	Sister Carrie	Theodore Dreiser	1900	guardian_100_best_novels_english_2015,modern_library_prh_novels	sister carrie|dreiser
2	The Three Musketeers	Alexandre Dumas		greatest_books_top200,worldcat_library100	three musketeers|dumas
2	A Wrinkle in Time	Madeleine L’Engle		bookbub_classics_lifetime,goodreads_lifetime_100_pdf	wrinkle in time|engle
2	Medea	Euripides	431 BCE	bokklubben_world_library,great_books_western_world	medea|euripides
2	Absalom, Absalom!	William Faulkner	1936	bokklubben_world_library,greatest_books_top200	absalom absalom|faulkner
2	Tender Is the Night	F. Scott Fitzgerald		greatest_books_top200,modern_library_prh_novels	tender is the night|fitzgerald
2	Gone Girl	Gillian Flynn	2012	goodreads_lifetime_100_pdf,pbs_great_american_read	gone girl|flynn
2	A Room with a View	E. M. Forster		bookbub_classics_lifetime,modern_library_prh_novels	room with a view|forster
2	The Magus	John Fowles		bbc_big_read_top100,modern_library_prh_novels	magus|fowles
2	The Golden Bough	Sir James George Frazer		great_books_western_world,modern_library_prh_nonfiction	golden bough|frazer
2	The Interpretation of Dreams	Sigmund Freud		great_books_western_world,greatest_books_top200	interpretation of dreams|freud
2	Outlander	Diana Gabaldon	1991	goodreads_lifetime_100_pdf,pbs_great_american_read	outlander|gabaldon
2	The Affluent Society	John Kenneth Galbraith	1958	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	affluent society|galbraith
2	The Decline and Fall of the Roman Empire	Edward Gibbon	1776-1788	great_books_western_world,guardian_100_best_nonfiction_2017	decline and fall of the roman empire|gibbon
2	Cold Comfort Farm	Stella Gibbons	1932	bbc_big_read_top100,guardian_100_best_novels_english_2015	cold comfort farm|gibbons
2	The Princess Bride	William Goldman		bookbub_classics_lifetime,goodreads_lifetime_100_pdf	princess bride|goldman
2	Goodbye to All That	Robert Graves	1929	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	goodbye to all that|graves
2	Loving	Henry Green	1945	modern_library_prh_novels,time_100_novels	loving|green
2	The Heart of the Matter	Graham Greene	1948	modern_library_prh_novels,time_100_novels	heart of the matter|greene
2	The Power and the Glory	Graham Greene	1939	greatest_books_top200,time_100_novels	power and the glory|greene
2	The Quiet American	Graham Greene	1955	observer_100_greatest_novels_2003,penguin_100_classics	quiet american|greene
2	Life and Fate	Vasily Grossman	1980	guardian_100_best_novels_2026,jeffrich_100_books	life and fate|grossman
2	Diary of a Nobody	George Grossmith	1892	observer_100_greatest_novels_2003,penguin_100_classics	diary of a nobody|grossmith
2	Appointment in Samarra	John O’Hara	1934	modern_library_prh_novels,time_100_novels	appointment in samarra|hara
2	A Mathematician's Apology	G. H. Hardy		great_books_western_world,modern_library_prh_nonfiction	mathematicians apology|hardy
2	The Talented Mr Ripley	Patricia Highsmith	1955	greatest_books_top200,guardian_100_best_novels_2026	talented mister ripley|highsmith
2	Leviathan	Thomas Hobbes	1651	great_books_western_world,guardian_100_best_nonfiction_2017	leviathan|hobbes
2	The Kite Runner	Khaled Hosseini		bookbub_classics_lifetime,goodreads_lifetime_100_pdf	kite runner|hosseini
2	A Doll's House	Henrik Ibsen	1879	bokklubben_world_library,great_books_western_world	dolls house|ibsen
2	An Artist of the Floating World	Kazuo Ishiguro	1986	guardian_100_best_novels_english_2015,observer_100_greatest_novels_2003	artist of the floating world|ishiguro
2	The Remains of the Day	Kazuo Ishiguro	1989	greatest_books_top200,guardian_100_best_novels_2026	remains of the day|ishiguro
2	The Turn of the Screw	Henry James	1898	guardian_100_best_novels_2026,penguin_100_classics	turn of the screw|james
2	The Varieties of Religious Experience	William James	1902	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	varieties of religious experience|james
2	The Federalist	Alexander Hamilton, James Madison, John Jay	1788	great_books_western_world,guardian_100_best_nonfiction_2017	federalist papers|publius
2	Three Men in a Boat	Jerome K Jerome	1889	guardian_100_best_novels_english_2015,observer_100_greatest_novels_2003	three men in a boat|jerome
2	Finnegans Wake	James Joyce		jeffrich_100_books,modern_library_prh_novels	finnegans wake|joyce
2	Stories	Franz Kafka	1924	bokklubben_world_library,classic_books_challenge	stories|kafka
2	The General Theory of Employment, Interest and Money	John Maynard Keynes		great_books_western_world,modern_library_prh_nonfiction	general theory of employment interest and money|keynes
2	Kim	Rudyard Kipling	1901	guardian_100_best_novels_english_2015,modern_library_prh_novels	kim|kipling
2	A Separate Peace	John Knowles	1959	bookbub_classics_lifetime,pbs_great_american_read	separate peace|knowles
2	Darkness at Noon	Koestler		jeffrich_100_books,modern_library_prh_novels	darkness at noon|koestler
2	The Structure of Scientific Revolutions	Thomas S Kuhn	1962	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	structure of scientific revolutions|kuhn
2	The Unbearable Lightness of Being	Milan Kundera		greatest_books_top200,jeffrich_100_books	unbearable lightness of being|kundera
2	Dangerous Liaison	Pierre Choderlos de Laclos		greatest_books_top200,observer_100_greatest_novels_2003	dangerous liaisons|laclos
2	The Leopard	Giuseppe Tomasi di Lampedusa	1958	greatest_books_top200,guardian_100_best_novels_2026	leopard|lampedusa
2	If This Is a Man	Primo Levi	1947	greatest_books_top200,le_monde_100_books	if this is a man|levi
2	An Essay Concerning Human Understanding	John Locke	1689	great_books_western_world,guardian_100_best_nonfiction_2017	essay concerning human understanding|locke
2	Gypsy Ballads	Federico García Lorca	1928	bokklubben_world_library,le_monde_100_books	gypsy ballads|lorca
2	The Prince	Niccolò Machiavelli		great_books_western_world,greatest_books_top200	prince|machiavelli
2	Man's Fate	Andre Malraux	1933	greatest_books_top200,le_monde_100_books	mans fate|malraux
2	Doctor Faustus	Thomas Mann		greatest_books_top200,jeffrich_100_books	doctor faustus|mann
2	Life of Pi	Yann Martel		bookbub_classics_lifetime,goodreads_lifetime_100_pdf	life of pi|martel
2	The Road	Cormac McCarthy	2006	goodreads_lifetime_100_pdf,guardian_100_best_novels_2026	road|mccarthy
2	The Thorn Birds	Colleen McCullough		bbc_big_read_top100,goodreads_lifetime_100_pdf	thorn birds|mccullough
2	Atonement	Ian McEwan	2002	observer_100_greatest_novels_2003,time_100_novels	atonement|mcewan
2	Lonesome Dove	Larry McMurtry	1985	goodreads_137197_top100,pbs_great_american_read	lonesome dove|mcmurtry
2	The American Language	HL Mencken	1919	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	american language|mencken
2	On Liberty	John Stuart Mill	1859	great_books_western_world,guardian_100_best_nonfiction_2017	on liberty|mill
2	Winnie-the-Pooh	A. A. Milne		bbc_big_read_top100,greatest_books_top200	winnie the pooh|milne
2	Areopagitica	John Milton	1644	great_books_western_world,guardian_100_best_nonfiction_2017	areopagitica|milton
2	Under the Net	Iris Murdoch	1954	modern_library_prh_novels,time_100_novels	under the net|murdoch
2	Speak, Memory	Nabokov		jeffrich_100_books,modern_library_prh_nonfiction	speak memory|nabokov
2	The Time Traveler’s Wife	Audrey Niffenegger		bookbub_classics_lifetime,goodreads_lifetime_100_pdf	time travelers wife|niffenegger
2	Homage to Catalonia	Orwell		jeffrich_100_books,modern_library_prh_nonfiction	homage to catalonia|orwell
2	Nightmare Abbey	Thomas Love Peacock	1818	guardian_100_best_novels_english_2015,observer_100_greatest_novels_2003	nightmare abbey|peacock
2	The Book of Disquiet	Fernando Pessoa	1928	bokklubben_world_library,jeffrich_100_books	book of disquiet|pessoa
2	The Bell Jar	Sylvia Plath	1966	greatest_books_top200,guardian_100_best_novels_english_2015	bell jar|plath
2	The Republic	Plato		bookbub_classics_lifetime,great_books_western_world	republic|plato
2	The Open Society and Its Enemies	Karl Popper	1945	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	open society and its enemies|popper
2	A Dance to the Music of Time	Anthony Powell	1951	modern_library_prh_novels,time_100_novels	dance to the music of time|powell
2	His Dark Materials	Philip Pullman		bbc_big_read_top100,observer_100_greatest_novels_2003	his dark materials|pullman
2	All Quiet on the Western Front	Erich Maria Remarque		greatest_books_top200,worldcat_library100	all quiet on the western front|remarque
2	Clarissa	Samuel Richardson	1748	guardian_100_best_novels_english_2015,observer_100_greatest_novels_2003	clarissa|richardson
2	American Pastoral	Philip Roth	1997	observer_100_greatest_novels_2003,time_100_novels	american pastoral|roth
2	The God of Small Things	Arundhati Roy	1997	bbc_big_read_top100,guardian_100_best_novels_2026	god of small things|roy
2	Bonjour Tristesse	Francoise Sagan	1954	greatest_books_top200,le_monde_100_books	bonjour tristesse|sagan
2	Rings of Saturn	WG Sebald	1995	guardian_100_best_novels_2026,jeffrich_100_books	rings of saturn|sebald
2	Black Beauty	Anna Sewell		bbc_big_read_top100,worldcat_library100	black beauty|sewell
2	First Folio	William Shakespeare	1623	greatest_books_top200,guardian_100_best_nonfiction_2017	first folio|shakespeare
2	Othello	William Shakespeare	1609	bokklubben_world_library,great_books_western_world	othello|shakespeare
2	I Capture the Castle	Dodie Smith	1948	bbc_big_read_top100,penguin_100_classics	i capture the castle|smith
2	The Wealth of Nations	Adam Smith	1776	great_books_western_world,guardian_100_best_nonfiction_2017	wealth of nations|smith
2	Oedipus at Colonus	Sophocles		classic_books_challenge,great_books_western_world	oedipus at colonus|sophocles
2	The Charterhouse of Parma	Stendhal		greatest_books_top200,observer_100_greatest_novels_2003	charterhouse of parma|stendhal
2	Dr. Jekyll and Mr. Hyde	Robert Louis Stevenson		goodreads_137197_top100,observer_100_greatest_novels_2003	doctor jekyll and mister hyde|stevenson
2	Kidnapped	Robert Louis Stevenson	1886	guardian_100_best_novels_english_2015,worldcat_library100	kidnapped|stevenson
2	The Help	Kathryn Stockett	2009	goodreads_lifetime_100_pdf,pbs_great_american_read	help|stockett
2	Uncle Tom's Cabin	Harriet Beecher Stowe		greatest_books_top200,worldcat_library100	uncle toms cabin|stowe
2	Eminent Victorians	Lytton Strachey	1918	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	eminent victorians|strachey
2	Sophie's Choice	William Styron	1979	le_monde_100_books,modern_library_prh_novels	sophies choice|styron
2	Perfume	Patrick Süskind	1985	bbc_big_read_top100,penguin_100_classics	perfume|suskind
2	Confessions of Zeno	Italo Svevo	1923	bokklubben_world_library,greatest_books_top200	confessions of zeno|svevo
2	The Secret History	Donna Tartt	1992	bbc_big_read_top100,penguin_100_classics	secret history|tartt
2	Mrs Palfrey at the Claremont	Elizabeth Taylor	1971	guardian_100_best_novels_english_2015,observer_100_greatest_novels_2003	missus palfrey at the claremont|taylor
2	The Making of the English Working Class	EP Thompson	1963	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	making of the english working class|thompson
2	Walden	Henry David Thoreau	1854	greatest_books_top200,guardian_100_best_nonfiction_2017	walden|thoreau
2	A Confederacy of Dunces	John Kennedy Toole	1980	pbs_great_american_read,penguin_100_classics	confederacy of dunces|toole
2	The Way We Live Now	Anthony Trollope	1875	guardian_100_best_novels_english_2015,observer_100_greatest_novels_2003	way we live now|trollope
2	Rabbit, Run	John Updike	1960	greatest_books_top200,time_100_novels	rabbit run|updike
2	Ramayana	Valmiki	5th – 4th century BCE	bokklubben_world_library,jeffrich_100_books	ramayana|valmiki
2	Mahabharata	Vyasa	9th – 5th century BCE	bokklubben_world_library,jeffrich_100_books	mahabharata|vyasa
2	Infinite Jest	David Foster Wallace	1996	bookbub_classics_lifetime,time_100_novels	infinite jest|wallace
2	The Double Helix	James D Watson	1968	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	double helix|watson
2	A Handful of Dust	Evelyn Waugh	1934	modern_library_prh_novels,time_100_novels	handful of dust|waugh
2	The Day of the Locust	Nathanael West	1939	modern_library_prh_novels,time_100_novels	day of the locust|west
2	The House of Mirth	Edith Wharton		bookbub_classics_lifetime,modern_library_prh_novels	house of mirth|wharton
2	The Elements of Style	William Strunk and EB White	1959	guardian_100_best_nonfiction_2017,modern_library_prh_nonfiction	elements of style|white
2	Voss	Patrick White	1957	guardian_100_best_novels_english_2015,jeffrich_100_books	voss|white
